"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Fuller, J.L. 1995. Holocene forest dynamics in Southern Ontario, Canada. Dissertation. University of Cambridge, Cambridge, U.K.;
Fuller, J.L. 1997. Holocene forest dynamics in southern Ontario, Canada: fine-resolution pollen data. Canadian Journal of Botany 75:1714-1727..;
Fuller, J.L. 1998. Ecological impact of the mid-Holocene hemlock decline in southern Ontario, Canada. Ecology 79:2337-2351.",NA,NA,"",235
NA,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007]","10.1007/s100219900007",NA,"10.1007/s100219900007",236
NA,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007];
Parshall, T., and D.R. Foster. 2002. Fire on the New England landscape: regional and temporal variation, cultural and environmental controls. Journal of Biogeography 29(10-11):1305-1317. [DOI: 10.1046/j.1365-2699.2002.00758.x]","10.1007/s100219900007];;
10.1046/j.1365-2699.2002.00758.x",NA,"10.1007/s100219900007;
10.1046/j.1365-2699.2002.00758.x",237
NA,"Futyma, R.P. 1982. Postglacial vegetation of eastern upper Michigan. Doctoral dissertation. University of Michigan, Ann Arbor, Michigan, USA.",NA,NA,"",238
NA,"Futyma, R.P. 1984. Paleobotanical studies at Indiana Dunes National Lakeshore. Unpublished report, National Park Service.",NA,NA,"",239
NA,"Gajewski, K. 1991. Représentation pollinique actuelle à la limite des arbres au Nouveau-Québec. Canadian Journal of Earth Sciences 28(4):643-648. [DOI: 10.1139/e91-055]","10.1139/e91-055",NA,"10.1139/e91-055",240
NA,"Gajewski, K. 1991. Représentation pollinique actuelle à la limite des arbres au Nouveau-Québec. Canadian Journal of Earth Sciences 28(4):643-648. [DOI: 10.1139/e91-055];
Gajewski, K., S. Garralla, and V. Milot-Roy. 1996. Postglacial vegetation at the northern limit of lichen woodland in northwestern Québec. Géographie physique et Quaternaire 50:341-350.","10.1139/e91-055];",NA,"10.1139/e91-055",241
NA,"Gajewski, K., and M. Frappier. 2001. Postglacial environmental history from Prince of Wales Island, Nunavut, Canada. Boreas 30:285-289.",NA,NA,"",242
NA,"Gajewski, K., and S. Garralla. 1992. Holocene vegetation histories from three sites in the tundra of northwestern Quebec, Canada. Arctic and Alpine Research 24:329-336.",NA,NA,"",243
NA,"Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.;
Gajewski, K. 1987. Climatic impacts on the vegetation of eastern North America during the past 2000 years. Vegetatio 68(3):179-190. [DOI: 10.1007/BF00114719];
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Gajewski, K., A.M. Swain, and G.M. Peterson. 1987. Late Holocene pollen stratigraphy in four northeastern United States lakes. Geographie Physique et Quaternaire 41:377-386.","10.1007/BF00114719];;
10.1016/0033-5894(88)90034-8];",NA,"10.1007/BF00114719;
10.1016/0033-5894(88)90034-8",244
NA,"Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.;
Gajewski, K. 1987. Climatic impacts on the vegetation of eastern North America during the past 2000 years. Vegetatio 68(3):179-190. [DOI: 10.1007/BF00114719];
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Gajewski, K., M.G. Winkler, and A.M. Swain. 1985. Vegetation and fire history from three lakes with varved sediments in northwestern Wisconsin (U.S.A.). Review of Palaeobotany and Palynology 44(3-4):277-292. http://www.sciencedirect.com/science/article/pii/0034666785900211.","10.1007/BF00114719];;
10.1016/0033-5894(88)90034-8];",NA,"10.1007/BF00114719;
10.1016/0033-5894(88)90034-8",245
NA,"Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.;
Gajewski, K. 1987. Climatic impacts on the vegetation of eastern North America during the past 2000 years. Vegetatio 68(3):179-190. [DOI: 10.1007/BF00114719];
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Swain, A.M. 1978. Environmental changes during the past 2000 years in north-central Wisconsin: analysis of pollen, charcoal, and seeds from varved lake sediments. Quaternary Research 10(1):55-68. [DOI: 10.1016/0033-5894(78)90013-3]","10.1007/BF00114719];;
10.1016/0033-5894(88)90034-8];;
10.1016/0033-5894(78)90013-3",NA,"10.1007/BF00114719;
10.1016/0033-5894(88)90034-8;
10.1016/0033-5894(78)90013-3",246
NA,"Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.;
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Gajewski, K., M.G. Winkler, and A.M. Swain. 1985. Vegetation and fire history from three lakes with varved sediments in northwestern Wisconsin (U.S.A.). Review of Palaeobotany and Palynology 44(3-4):277-292. http://www.sciencedirect.com/science/article/pii/0034666785900211.","10.1016/0033-5894(88)90034-8];",NA,"10.1016/0033-5894(88)90034-8",247
NA,"Gajewski, K., R.J. Mott, J.C. Ritchie, and K. Hadden. 2000. Holocene vegetation history of Banks Island, Northwest Territories, Canada. Canadian Journal of Botany 78:430-436.",NA,NA,"",248
NA,"Gajewski, K., S. Payette, and J.C. Ritchie. 1993. Holocene vegetation history at the boreal-forest -- shrub-tundra transition in north-western Québec. Journal of Ecology 81: 433-443.",NA,NA,"",249
NA,"Galloway, J.M. 2006. Post-glacial climate and vegetation change in the Seymour-Belize Inlet complex, central coastal British Columbia, Canada. Doctoral dissertation. Carleton University, Ottawa, Ontario, Canada.",NA,NA,"",250
NA,"Galloway, J.M., R.T. Patterson, C.T. Doherty, and H.M. Roe. 2007. Multi-proxy evidence of postglacial climate and environmental change at Two Frog Lake, central mainland coast of British Columbia, Canada. Journal of Paleolimnology 38:569-588.",NA,NA,"",251
NA,"Garralla, S. 1991. L'analyse pollinique des sédiments d'un lac de la région de Chibougamau, Québec. M.Sc. Thesis. Université Laval, Sainte-Foy, Québec, Canada.;
Garralla, S., and K. Gajewski. 1992. Holocene vegetation history of the boreal forest near Chibougamau, central Quebec. Canadian Journal of Botany 70:1364-1368.",NA,NA,"",252
NA,"Gauthier, R. 1981. Histoire de la colonisation végétale postglaciaire des Montérégiennes: deux sites du mont Saint-Bruno. Thesis. Université de Montréal, Montréal, Québec, Canada.",NA,NA,"",253
NA,"Gavin, D.G., A. White, P.T. Sanborn, and R.J. Hebda. 2020. Deglacial landforms and Holocene vegetation trajectories in the northern interior cedar-hemlock forests of British Columbia. Pages 1-20 in R.B. Waitt, G.D. Thackray, and A.R. Gillespie, editors. Untangling the Quaternary Period: A Legacy of Stephen C. Porter. Geological Society of America Special Paper 548. Geological Society of America. [DOI: https://doi.org/10.1130/2020.2548(05)]","https://doi.org/10.1130/2020.2548(05)",NA,"https://doi.org/10.1130/2020.2548(05)",254
NA,"Gavin, D.G., A.C.G. Henderson, K.S. Westover, S.C. Fritz, I.R. Walker, M.J. Leng, and F.S. Hu. 2011. Abrupt Holocene climate change and potential response to solar forcing in western Canada. Quaternary Science Reviews 30(9-10):1243-1255. [DOI: 10.1016/j.quascirev.2011.03.003]","10.1016/j.quascirev.2011.03.003",NA,"10.1016/j.quascirev.2011.03.003",255
NA,"Gavin, D.G., and L.B. Brubaker. 2015. Late Quaternary vegetation and fire history of the Olympic Peninsula. Pages 61-106 in D.G. Gavin and L.B. Brubaker, editors. Late Pleistocene and Holocene Environmental Change on the Olympic Peninsula. Ecological Studies 222. Springer International Publishing, Cham, Switzerland. [DOI: 10.1007/978-3-319-11014-1_4];
McLachlan, J.S., and L.B. Brubaker. 1995. Local and regional vegetation change on the northeastern Olympic Peninsula during the Holocene. Canadian Journal of Botany 73(1):1618-1627.","10.1007/978-3-319-11014-1_4];",NA,"10.1007/978-3-319-11014-1_4",256
NA,"Gavin, D.G., F.S. Hu, I.R. Walker, and K. Westover. 2009. The northern inland temperate rainforest of British Columbia: Old forests with a young history?. Northwest Science 83(1):70-78. [DOI: 10.3955/046.083.0107]","10.3955/046.083.0107",NA,"10.3955/046.083.0107",257
NA,"Gavin, D.G., F.S. Hu, K.P. Lertzman, and P. Corbett. 2006. Weak climatic control of forest fire history during the late Holocene. Ecology 87:1722-1732. [DOI: 10.1890/0012-9658(2006)87[1722:WCCOSF]2.0.CO;2]","10.1890/0012-9658(2006)87[1722:WCCOSF]2.0.CO;2",NA,"10.1890/0012-9658(2006)87[1722:WCCOSF]2.0.CO;2",258
NA,"Gavin, D.G., J.S. McLachlan, L.B. Brubaker, and K.A. Young. 2001. Postglacial history of subalpine forests, Olympic Peninsula, Washington, USA. The Holocene 11:177-188.",NA,NA,"",259
NA,"Geiss, C.E., C.E. Umbanhowar, P. Camill, and S.K. Banerjee. 2003. Sediment magnetic properties reveal Holocene climate change along the Minnesota prairie-forest ecotome. Journal of Paleolimnology 30(2):151-166. [DOI: 10.1023/A:1025574100319];
Nelson, D.M., F.S. Hu, J. Tian, I. Stefanova, and T.A. Brown. 2004. Response of C3 and C4 plants to middle-Holocene climatic variation near the prairie-forest ecotone of Minnesota. Proceedings of the National Academy of Sciences of the United States of America 101(2):562-567.;
Tian, J., T.A. Brown, and F.S. Hu. 2004. Comparison of varve and C14 chronologies from Steel Lake, Minnesota, USA. The Holocene 15(4):510-517.;
Wright, H.E., Jr., I. Stefanova, J. Tian, T.A. Brown, and F.S. Hu. 2004. A chronological framework for the Holocene vegetational history of central Minnesota: the Steel Lake pollen record. Quaternary Science Reviews 23:611-626.","10.1023/A:1025574100319];",NA,"10.1023/A:1025574100319",260
NA,"Gennett, J.A. 1977. Palynology and paleoecology of sediments from Blacktail Pond, northern Yellowstone Park, Wyoming. M.S. Thesis. University of Iowa, Iowa City, Iowa, USA.;
Gennett, J.A., and R.G. Baker. 1986. A late Quaternary pollen sequence from Blacktail Pond, Yellowstone National Park, Wyoming, U.S.A. Palynology 10:61-71.",NA,NA,"",261
NA,"Gilliam, J.A., R.O. Kapp, and R.D. Bogue. 1967. A post-Wisconsin pollen sequence from Vestaburg Bog, Montcalm County, Michigan. Papers of the Michigan Academy of Science, Arts, and Letters 52(1):3-17.",NA,NA,"",262
NA,"Glaser, P.H., B.C.S. Hansen, J.J. Donovan, T.J. Givnish, C.A. Stricker, and J.C. Volin. 2013. Holocene dynamics of the Florida Everglades with respect to climate, dustfall, and tropical storms. Proceedings of the National Academy of Sciences of the United States of America 110(43):17211-17216. [DOI: 10.1073/pnas.1222239110]","10.1073/pnas.1222239110",NA,"10.1073/pnas.1222239110",263
NA,"Gold, M. 1977. Vegetation and vegetation history of Arrowhead Provincial Park and their interpretation for a recreational public. Master's thesis. University of Toronto, Toronto, Ontario, Canada.",NA,NA,"",264
NA,"Goman, M., and D.S. Leigh. 2004. Wet early to middle Holocene conditions on the upper Coastal Plain of North Carolina, USA. Quaternary Research 61:256-264.",NA,NA,"",265
NA,"Goman, M., and R. Byrne. 1998. A 5000-year record of agriculture and tropical forest clearance in the Tuxtlas, Veracruz, Mexico. The Holocene 8:83-89.;
Goman, M. 1992. Paleoecological evidence for prehistoric agriculture and tropical forest clearance in the Sierra de los Tuxtlas, Veracruz, Mexico. Master's thesis. University of California at Berkeley, Berkeley, California, USA.",NA,NA,"",266
NA,"Goman, M., F. Malamud-Roam, and B.L. Ingram. 2008. Holocene environmental history and evolution of a tidal salt marsh in San Francisco Bay, California. Journal of Coastal Research 24(5):1126-1137. [DOI: 10.2112/08A-0005];
Malamud-Roam, F., and B.L. Ingram. 2004. Late Holocene C13 and pollen records of paleosalinity from tidal marshes in the San Francisco Bay estuary, California. Quaternary Research 62(2):134-145. [DOI: 10.1016/j.yqres.2004.02.011]","10.2112/08A-0005];;
10.1016/j.yqres.2004.02.011",NA,"10.2112/08A-0005;
10.1016/j.yqres.2004.02.011",267
NA,"Gordon, D.L. 1990. Prehistoric occupations at Lake Temagami. Pages 152-183 in M. Bray and A. Thomson, editors. Temagami: a debate on wilderness. Dunburn Press, Toronto, Ontario, Canada.",NA,NA,"",268
NA,"Graham, R.W., S. Belmecheri, K. Choy, B. Culleton, L.J. Davies, D. Froese, P.D. Heintzman, C. Hritz, J.D. Kapp, L.A. Newsom, R. Rawcliffe, É. Saulnier-Talbot, B. Shapiro, Y. Wang, J.W. Williams, and M.J. Wooller. 2016. Timing and causes of mid-Holocene mammoth extinction on St. Paul Island, Alaska. Proceedings of the National Academy of Sciences of the United States of America 113(33):9310-9314. [DOI: 10.1073/pnas.1604903113]","10.1073/pnas.1604903113",NA,"10.1073/pnas.1604903113",269
NA,"Grimm, E.C. 1981. An ecological and paleoecological study of the vegetation in the Big Woods region of Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Grimm, E.C. 1983. Chronology and dynamics of vegetation change in the prairie-woodland region of southern Minnesota, U.S.A. New Phytologist 93(2):311-350. [DOI: 10.1111/j.1469-8137.1983.tb03434.x]","10.1111/j.1469-8137.1983.tb03434.x",NA,"10.1111/j.1469-8137.1983.tb03434.x",270
NA,"Grimm, E.C. 1983. Chronology and dynamics of vegetation change in the prairie-woodland region of southern Minnesota, U.S.A. New Phytologist 93(2):311-350. [DOI: 10.1111/j.1469-8137.1983.tb03434.x]","10.1111/j.1469-8137.1983.tb03434.x",NA,"10.1111/j.1469-8137.1983.tb03434.x",271
NA,"Grimm, E.C., G.L. Jacobson, Jr., W.A. Watts, B.C.S. Hansen, and K.A. Maasch. 1993. A 50,000-year record of climate oscillations from Florida and its temporal correlation with the Heinrich events. Science 261:198-200.;
Watts, W.A., and B.C.S. Hansen. 1988. Environments of Florida in the late Wisconsin and Holocene. Pages 307-323 in B. Purdy, editor. Wet Site Archaeology. Telford Press, West Caldwell, New Jersy, USA.",NA,NA,"",272
NA,"Hadden, K.A. 1975. A pollen diagram from a postglacial peat bog in Hants County, Nova Scotia. Canadian Journal of Botany 53(1):39-47. http://www.nrcresearchpress.com/doi/abs/10.1139/b75-005#.Uko15YbbMYk.",NA,NA,"",273
NA,"Hall, S.A. 2019. Late glacial aster prairie at the Aubrey Clovis site, North Texas, USA. Quaternary International 530-531:25-34.",NA,NA,"",274
NA,"Hallett, D.J., and L.V. Hills. 2006. Holocene vegetation dynamics, fire history, lake level and climate change in the Kootenay Valley, southeastern British Columbia, Canada. Journal of Paleolimnology 35:351-371.",NA,NA,"",275
NA,"Hart, C.L. 2009. High-resolution pollen analysis of two lakes at the boreal forest-aspen parkland ecotone in central Saskatchewan, Canada. Master's thesis. University of Regina, Regina, Saskatchewan, Canada.",NA,NA,"",276
NA,"Hasbargen, J. 1994. A Holocene paleoclimatic and environmental record from Stoneman Lake, Arizona. Quaternary Research 42:188-196.;
Hasbargen, J. 1993. The plaeoenvironment of Stoneman Lake, Arizona. Master's thesis. Northern Arizona University, Flagstaff, Arizona, USA.",NA,NA,"",277
NA,"Hathorn, J.H. 2008. Paleoecology and paleotempestology of the Pascagoula Marsh, Mississippi. Master's thesis. Louisiana State University, Baton Rouge, Louisiana, USA.",NA,NA,"",278
NA,"Haworth, E.Y. 1972. Diatom succession in a core from Pickerel Lake, northeastern South Dakota. Geological Society of America Bulletin 83(1):157-172. [DOI: 10.1130/0016-7606(1972)83[157:DSIACF]2.0.CO;2];
Watts, W.A., and R.C. Bright. 1968. Pollen, seed, and mollusk analysis of a sediment core from Pickerel Lake, northeastern South Dakota. Geological Society of America Bulletin 79(7):855-876. [DOI: 10.1130/0016-7606(1968)79[855:PSAMAO]2.0.CO;2]","10.1130/0016-7606(1972)83[157:DSIACF]2.0.CO;2];;
10.1130/0016-7606(1968)79[855:PSAMAO]2.0.CO;2",NA,"10.1130/0016-7606(1972)83[157:DSIACF]2.0.CO;2;
10.1130/0016-7606(1968)79[855:PSAMAO]2.0.CO;2",279
