updated_publication,publication,updated_DOI,DOI,ID_PUB
"Cwynar, L.C. 1987. Fire and the forest history of the North Cascade Range. Ecology 68(4):791-802. [DOI: 10.2307/1938350]","Cwynar, L.C. 1987. Fire and the forest history of the North Cascade Range. Ecology 68(4):791-802. [DOI: 10.2307/1938350]",10.2307/1938350,10.2307/1938350,172
"Cwynar, L.C., and R.W. Spear. 1995. Paleovegetation and paleoclimatic changes in the Yukon at 6 ka BP. Géographie Physique et Quaternaire 49(1):29-35. [DOI: 10.7202/033027ar]","Cwynar, L.C., and R.W. Spear. 1995. Paleovegetation and paleoclimatic changes in the Yukon at 6 ka BP. Géographie Physique et Quaternaire 49(1):29-35. [DOI: 10.7202/033027ar]",10.7202/033027ar,10.7202/033027ar,173
"Davis, A.M. 1977. The prairie-deciduous forest ecotone in the upper Middle West. Annals of the Association of American Geographers 67(2):204-213.","Davis, A.M. 1977. The prairie-deciduous forest ecotone in the upper Middle West. Annals of the Association of American Geographers 67(2):204-213.",,,174
"Davis, A.M. 1977. The prairie-deciduous forest ecotone in the upper Middle West. Annals of the Association of American Geographers 67(2):204-213.;
Davis, A.M. 1979. Wetland succession, fire and the pollen record: a midwestern example. American Midland Naturalist 102(1):86-94. http://www.jstor.org/discover/10.2307/2425069?uid=3739656.","Davis, A.M. 1977. The prairie-deciduous forest ecotone in the upper Middle West. Annals of the Association of American Geographers 67(2):204-213.;
Davis, A.M. 1979. Wetland succession, fire and the pollen record: a midwestern example. American Midland Naturalist 102(1):86-94. http://www.jstor.org/discover/10.2307/2425069?uid=3739656.",,,175
"Davis, A.M. 1980. Modern pollen spectra from the tundra-boreal forest transition in northern Newfoundland, Canada. Boreas 9:89-100.;
Davis, A.M. 1984. Ombrotrophic peatlands in Newfoundland, Canada:their origins, development and trans-Atlantic affinities. Chemical Geology 44:287-309.","Davis, A.M. 1980. Modern pollen spectra from the tundra-boreal forest transition in northern Newfoundland, Canada. Boreas 9:89-100.;
Davis, A.M. 1984. Ombrotrophic peatlands in Newfoundland, Canada:their origins, development and trans-Atlantic affinities. Chemical Geology 44:287-309.",,,176
"Davis, A.M., J.H. McAndrews, and B.L. Wallace. 1988. Paleoenvironment and the archaeological record at the L'Anse aux Meadows site, Newfoundland. Geoarcheology 3:53-64.","Davis, A.M., J.H. McAndrews, and B.L. Wallace. 1988. Paleoenvironment and the archaeological record at the L'Anse aux Meadows site, Newfoundland. Geoarcheology 3:53-64.",,,177
"Davis, M., C. Douglas, R. Calcote, K.L. Cole, M.G. Winkler, and R. Flakne. 2000. Holocene climate in the western Great Lakes national parks and lakeshores: implications for future climate change. Conservation Biology 14(4):968-983. [DOI: 10.1046/j.1523-1739.2000.99219.x]","Davis, M., C. Douglas, R. Calcote, K.L. Cole, M.G. Winkler, and R. Flakne. 2000. Holocene climate in the western Great Lakes national parks and lakeshores: implications for future climate change. Conservation Biology 14(4):968-983. [DOI: 10.1046/j.1523-1739.2000.99219.x]",10.1046/j.1523-1739.2000.99219.x,10.1046/j.1523-1739.2000.99219.x,178
"Davis, M.B. 1958. Three pollen diagrams from central Massachusetts. American Journal of Science 256:540-570. http://www.ajsonline.org/content/256/8/540.citation. [DOI: 10.2475/ajs.256.8.540]","Davis, M.B. 1958. Three pollen diagrams from central Massachusetts. American Journal of Science 256:540-570. http://www.ajsonline.org/content/256/8/540.citation. [DOI: 10.2475/ajs.256.8.540]",10.2475/ajs.256.8.540,10.2475/ajs.256.8.540,179
"Davis, M.B. 1967. Pollen accumulation rates at Rogers Lake, Connecticut, during late- and postglacial time. Review of Paleobotany and Palynology 2(1-4):219-230. http://deepblue.lib.umich.edu/handle/2027.42/33322.;
Davis, M.B., and E.S. Deevey, Jr. 1964. Pollen accumulation rates: estimates from late-glacial sediment of Rogers Lake. Science 145:1293-1295.;
Davis, M.B. 1969. Climatic changes in southern Connecticut recorded by pollen deposition at Rogers Lake. Ecology 50:409-422.","Davis, M.B. 1967. Pollen accumulation rates at Rogers Lake, Connecticut, during late- and postglacial time. Review of Paleobotany and Palynology 2(1-4):219-230. http://deepblue.lib.umich.edu/handle/2027.42/33322.;
Davis, M.B., and E.S. Deevey, Jr. 1964. Pollen accumulation rates: estimates from late-glacial sediment of Rogers Lake. Science 145:1293-1295.;
Davis, M.B. 1969. Climatic changes in southern Connecticut recorded by pollen deposition at Rogers Lake. Ecology 50:409-422.",,,180
"Davis, M.B., and J.C. Goodlett. 1960. Comparison of the present vegetation with pollen‐spectra in surface samples from Brownington Pond, Vermont. Ecology 41(2):346-357. [DOI: 10.2307/1930226]","Davis, M.B., and J.C. Goodlett. 1960. Comparison of the present vegetation with pollen‐spectra in surface samples from Brownington Pond, Vermont. Ecology 41(2):346-357. [DOI: 10.2307/1930226]",10.2307/1930226,10.2307/1930226,181
"Davis, M.B., M.W. Schwartz, and K. Woods. 1991. Detecting a species limit from pollen in sediments. Journal of Biogeography 18(6):653-668. [DOI: 10.2307/2845547]","Davis, M.B., M.W. Schwartz, and K. Woods. 1991. Detecting a species limit from pollen in sediments. Journal of Biogeography 18(6):653-668. [DOI: 10.2307/2845547]",10.2307/2845547,10.2307/2845547,182
"Davis, M.B., R.W. Spear, and L.C.K. Shane. 1980. Holocene climate of New England. Quaternary Research 14:240-250.;
Spear, R.W., M.B. Davis, and L.C.K. Shane. 1994. Late Quaternary history of low- and mid-elevation vegetation in the White Mountains of New Hampshire. Ecological Monographs 64:85-109.","Davis, M.B., R.W. Spear, and L.C.K. Shane. 1980. Holocene climate of New England. Quaternary Research 14:240-250.;
Spear, R.W., M.B. Davis, and L.C.K. Shane. 1994. Late Quaternary history of low- and mid-elevation vegetation in the White Mountains of New Hampshire. Ecological Monographs 64:85-109.",,,183
"Davis, O.K. 1981. Vegetation migration in southern Idaho during the late Quaternary and Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Davis, O.K., J.C. Sheppard, and S. Robertson. 1986. Contrasting climatic histories for the Snake River Plain, Idaho, resulting from multiple thermal maxima. Quaternary Research 26:321-339.","Davis, O.K. 1981. Vegetation migration in southern Idaho during the late Quaternary and Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Davis, O.K., J.C. Sheppard, and S. Robertson. 1986. Contrasting climatic histories for the Snake River Plain, Idaho, resulting from multiple thermal maxima. Quaternary Research 26:321-339.",,,184
"Davis, O.K. 1992. Rapid climatic change in coastal southern California inferred from pollen analysis of San Joaquin Marsh. Quaternary Research 37:89-100.","Davis, O.K. 1992. Rapid climatic change in coastal southern California inferred from pollen analysis of San Joaquin Marsh. Quaternary Research 37:89-100.",,,185
"Davis, O.K. 1999. Pollen analysis of a late-glacial and Holocene sediment core from Mono Lake, Mono County, California. Quaternary Research 52(2):243-249. [DOI: 10.1006/qres.1999.2063]","Davis, O.K. 1999. Pollen analysis of a late-glacial and Holocene sediment core from Mono Lake, Mono County, California. Quaternary Research 52(2):243-249. [DOI: 10.1006/qres.1999.2063]",10.1006/qres.1999.2063,10.1006/qres.1999.2063,186
"Davis, O.K., and M.J. Moratto. 1988. Evidence for a warm dry early Holocene in the western Sierra Nevada of California: pollen and plant macrofossil analysis of Dinkey and Exchequer Meadows. Madroño 35:132-149.","Davis, O.K., and M.J. Moratto. 1988. Evidence for a warm dry early Holocene in the western Sierra Nevada of California: pollen and plant macrofossil analysis of Dinkey and Exchequer Meadows. Madroño 35:132-149.",,,187
"Davis, R.B. 1967. Pollen studies of near-surface sediments in Maine Lakes. Pages 143-173 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary paleoecology. Volume 7. Proceedings of the VII Congress of the International Association for Quaternary Research. Yale University Press, New Haven, Connecticut, USA.","Davis, R.B. 1967. Pollen studies of near-surface sediments in Maine Lakes. Pages 143-173 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary paleoecology. Volume 7. Proceedings of the VII Congress of the International Association for Quaternary Research. Yale University Press, New Haven, Connecticut, USA.",,,188
"Davis, R.B., T.E. Bradstreet, R. Stuckenrath, Jr., and H.W. Borns, Jr. 1975. Vegetation and associated environments during the past 14,000 years near Moulton Pond, Maine. Quaternary Research 5(3):436-465. http://www.sciencedirect.com/science/article/pii/0033589475900411.","Davis, R.B., T.E. Bradstreet, R. Stuckenrath, Jr., and H.W. Borns, Jr. 1975. Vegetation and associated environments during the past 14,000 years near Moulton Pond, Maine. Quaternary Research 5(3):436-465. http://www.sciencedirect.com/science/article/pii/0033589475900411.",,,189
"De Lanois, J.L. 1993. Climatic change during the late Holocene from a south central Colorado lake. Master's thesis. University of Arizona, Tuscon, Arizona, USA.","De Lanois, J.L. 1993. Climatic change during the late Holocene from a south central Colorado lake. Master's thesis. University of Arizona, Tuscon, Arizona, USA.",,,190
"Deevey, E.S., Jr. 1944. Pollen analysis and Mexican archeology: an attempt to apply the method. American Antiquity 10(135-149).;
Hutchinson, G.E., R. Patrick, and E.S. Deevey, Jr. 1956. Sediments of Lake Patzcuaro, Michoacan, Mexico. Bulletin of the Geological Society of America 67:1491-1504.;
Watts, W.A., and J.P. Bradbury. 1982. Paleoecological studies at Lake Patzcuaro on the west-central Mexican Plateau and at Chalco in the Basin of Mexico. Quaternary Research 17:56-70.;
Saporito, M.S. 1975. Chemical and mineral studies of a core from Lake Patzcuaro, Mexico. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.","Deevey, E.S., Jr. 1944. Pollen analysis and Mexican archeology: an attempt to apply the method. American Antiquity 10(135-149).;
Hutchinson, G.E., R. Patrick, and E.S. Deevey, Jr. 1956. Sediments of Lake Patzcuaro, Michoacan, Mexico. Bulletin of the Geological Society of America 67:1491-1504.;
Watts, W.A., and J.P. Bradbury. 1982. Paleoecological studies at Lake Patzcuaro on the west-central Mexican Plateau and at Chalco in the Basin of Mexico. Quaternary Research 17:56-70.;
Saporito, M.S. 1975. Chemical and mineral studies of a core from Lake Patzcuaro, Mexico. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",,,191
"Del Priore, T.M. 2007. 4,000 years of environmental change in central Colorado: a Paleoecological perspective. Master's thesis. University of Colorado, Boulder, CO, USA.","Del Priore, T.M. 2007. 4,000 years of environmental change in central Colorado: a Paleoecological perspective. Master's thesis. University of Colorado, Boulder, CO, USA.",,,192
"Delcourt, H.R. 1979. Late Quaternary vegetation history of the eastern Highland Rim and adjacent Cumberland Plateau of Tennessee. Ecological Monographs 49(3):255-280. [DOI: 10.2307/1942485]","Delcourt, H.R. 1979. Late Quaternary vegetation history of the eastern Highland Rim and adjacent Cumberland Plateau of Tennessee. Ecological Monographs 49(3):255-280. [DOI: 10.2307/1942485]",10.2307/1942485,10.2307/1942485,193
"Delcourt, H.R., and P.A. Delcourt. 1994. Postglacial rise and decline of Ostrya virginiana (Mill.) K. Koch and Carpinus caroliniana Walt. in Eastern North America: predictable responses of forest species to cyclic changes in seasonality of climates. Journal of Biogeography 21(2):137-150. [DOI: 10.2307/2845468];
Smith, E.N., Jr. 1984. Late-Quaternary vegetational history at Cupola Pond, Ozark National Scenic Riverways, southeastern Missouri. Master's thesis. University of Tennessee, Knoxville, Tennessee, USA.","Delcourt, H.R., and P.A. Delcourt. 1994. Postglacial rise and decline of Ostrya virginiana (Mill.) K. Koch and Carpinus caroliniana Walt. in Eastern North America: predictable responses of forest species to cyclic changes in seasonality of climates. Journal of Biogeography 21(2):137-150. [DOI: 10.2307/2845468];
Smith, E.N., Jr. 1984. Late-Quaternary vegetational history at Cupola Pond, Ozark National Scenic Riverways, southeastern Missouri. Master's thesis. University of Tennessee, Knoxville, Tennessee, USA.",10.2307/2845468,10.2307/2845468,194
"Delcourt, H.R., P.A. Delcourt, and E.C. Spiker. 1983. A 12,000-year record of forest history from Cahaba Pond, St. Clair County, Alabama. Ecology 64:874-887.","Delcourt, H.R., P.A. Delcourt, and E.C. Spiker. 1983. A 12,000-year record of forest history from Cahaba Pond, St. Clair County, Alabama. Ecology 64:874-887.",,,195
"Delcourt, P.A., H.R. Delcourt, R.C. Brister, and L.E. Lackey. 1980. Quaternary vegetation history of the Mississippi embayment. Quaternary Research 13:111-132.","Delcourt, P.A., H.R. Delcourt, R.C. Brister, and L.E. Lackey. 1980. Quaternary vegetation history of the Mississippi embayment. Quaternary Research 13:111-132.",,,196
"Delcourt, P.A., P.L. Nester, H.R. Delcourt, C.I. Mora, and K.H. Orvis. 2002. Holocene lake-effect precipitation in northern Michigan. Quaternary Research 57:225-233.","Delcourt, P.A., P.L. Nester, H.R. Delcourt, C.I. Mora, and K.H. Orvis. 2002. Holocene lake-effect precipitation in northern Michigan. Quaternary Research 57:225-233.",,,197
"Dibb, G.C. 1985. Late palaeo-indian settlement patterns along the margins of the Simcoe Lowlands in southcentral Ontario. Thesis. Department of Anthropology, Trent University, Peterborough, Ontario. 273 pp.","Dibb, G.C. 1985. Late palaeo-indian settlement patterns along the margins of the Simcoe Lowlands in southcentral Ontario. Thesis. Department of Anthropology, Trent University, Peterborough, Ontario. 273 pp.",,,198
"Dieffenbacher-Krall, A.C. 1997. Paleoecology and historical ecology of an extensive bluejoint reedgrass grassland in coastal eastern Maine.P.D. Vickery and P.W. Dunwiddie, editors. Grasslands of Northeastern North America: Ecology and Conservation of Native and Agricultural Landscapes. Audubon Society, Lincoln, Massachusetts, USA.;
Dieffenbacher-Krall, A.C. 1996. Paleo and historical ecology of the Cutler Grasslands, Cutler, Maine (USA): implications for future management. Natural Areas Journal 16:3-13.","Dieffenbacher-Krall, A.C. 1997. Paleoecology and historical ecology of an extensive bluejoint reedgrass grassland in coastal eastern Maine.P.D. Vickery and P.W. Dunwiddie, editors. Grasslands of Northeastern North America: Ecology and Conservation of Native and Agricultural Landscapes. Audubon Society, Lincoln, Massachusetts, USA.;
Dieffenbacher-Krall, A.C. 1996. Paleo and historical ecology of the Cutler Grasslands, Cutler, Maine (USA): implications for future management. Natural Areas Journal 16:3-13.",,,199
"Dietz, S.A., W.R. Hildebrandt, and T. Jones. 1988. Archaeological investigations at Elkhorn Slough: CA-MNT-229 A Middle Period site on the central California coast. Papers in Northern California Anthropology, Northern California Anthropological Group, Berkeley, California, USA.","Dietz, S.A., W.R. Hildebrandt, and T. Jones. 1988. Archaeological investigations at Elkhorn Slough: CA-MNT-229 A Middle Period site on the central California coast. Papers in Northern California Anthropology, Northern California Anthropological Group, Berkeley, California, USA.",,,200
"Dinel, H., P.J.H. Richard, P.E.M. Levésque, and A.C. Larouche. 1986. Origine et évolution du marais tourbeux de Keswick, Ontario, par l'analyse pollinique et macrofossile. Canadian Journal of Earth Sciences 23:1145-1155.","Dinel, H., P.J.H. Richard, P.E.M. Levésque, and A.C. Larouche. 1986. Origine et évolution du marais tourbeux de Keswick, Ontario, par l'analyse pollinique et macrofossile. Canadian Journal of Earth Sciences 23:1145-1155.",,,201
