"site.id","site.name","dataset.id","citation"
3212,"Kupena",24032,"Tonkov, S., M.A. Lazarova, E.D.B. Bozilova, D. Ivanov, and I. Snowball. 2014. A 30,000-year pollen record from Mire Kupena, Western Rhodopes Mountains (south Bulgaria). Review of Palaeobotany and Palynology 209:41-51. [DOI: 10.1016/j.revpalbo.2014.06.002]"
3212,"Kupena",4171,"Huttunen, A., R.-L. Huttunen, Y. Vasari, H. Panovska, and E. Bozilova. 1992. Late Glacial and Holocene history of flora and vegetation in the Western Rhodopes Mountains Bulgaria. Acta Botanica Fennica 144:63-80."
3212,"Kupena",4170,"Huttunen, A., R.-L. Huttunen, Y. Vasari, H. Panovska, and E. Bozilova. 1992. Late Glacial and Holocene history of flora and vegetation in the Western Rhodopes Mountains Bulgaria. Acta Botanica Fennica 144:63-80."
3213,"Lough Goller",4172,"Watts, W.A. 1963. Late-glacial pollen zones in western Ireland. Irish Geography 4:367-376."
3213,"Lough Goller",4172,"Watts, W.A. 1977. The late Devensian vegetation of Ireland. Philosophical Transactions of the Royal Society of London, Series B 280:273-293."
3214,"Lackan Bog",4173,"Holland, S.M. 1975. A pollen-analytical study concerning settlement and early agriculture in County Down, Northern Ireland. Doctoral dissertation. Queen's University, Belfast, Northern Ireland, UK."
3214,"Lackan Bog",4174,"Holland, S.M. 1975. A pollen-analytical study concerning settlement and early agriculture in County Down, Northern Ireland. Doctoral dissertation. Queen's University, Belfast, Northern Ireland, UK."
3215,"La Cote-Vercors",4175,"de Beaulieu, J.L., and G. Monjuvent. 1985. Données actuelles sur la formation interglaciaire de Pompillon (Pléistocène Moyen), Val de Lans en Vercors (Isère, France). Bulletin de l’Association Française pour l’étude du Quaternaire 2-3:75-83."
3215,"La Cote-Vercors",4175,"de Beaulieu, J.L., U. Eicher, and G. Monjuvent. 1994. Reconstitution of Middle Pleistocene palaeoenvironments based on pollen and stable isotope investigations at Val-de-Lans, Isère, France. Vegeton History and  Archaeobotany 3:127-142."
3216,"Ladoga Lake",4176,"Arslanov, K.A., N.A. Gey, N.N. Davydova, R. Dzhinoridze, B. Koshechkin, M.Y. Pushenko, A. Rybalko, M. Spiridonov, D.A. Subetto, and V.I. Khomutova. 1996. New data from late Pleistocene and Holocene history of Ladoga Lake [in Russian]. Izvestia Geographicheskogo obshestva. Nauka, St. Petersburg, Russia."
3217,"Lagodekhi",4177,"Kvavadze, E.V., and Yu.V. Efremov. 1990. The results of palynogical studies of the Holocene deposites in the highlands of the Lagodekhi Reservation (Eastern Georgia). Bulletin of the Academy of Sciences of the Georgian SSR 139(3):641-644."
3218,"Dunshauglin",4178,"Mitchell, G.F. 1940. Studies in Irish Quaternary deposits, some lacustrine deposits near Dunshaughlin, Co. Meath. Proceedings of the Royal Irish Academy 46B:13-37."
3218,"Dunshauglin",4178,"Watts, W.A. 1977. The late Devensian vegetation of Ireland. Philosophical Transactions of the Royal Society of London, Series B 280:273-293."
3219,"Laguna Grande",4179,
3219,"Laguna Grande",4179,
3220,"Lac du Lait",4180,"David, F. 1993. Evolutions de la limite supérieure des arbres dans les Alpes françaies du nord depuis la fin des temps glaciaires.. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: volume 1: 94p, volume 2: diagrams and tables."
3221,"Lalaxkärret",4181,"Vuorela, I. 1990. Pollenanalytiska studier. Pages 115-133 in K. Zilliacus, editor. Finska skären. Studier i Åboländsk Kulturhistoria, utgivna av Konstsamfundet till dess 50-Årsjubileum 1990. Konstsamfundet, Helsingfors."
3222,"Landruchie Mire",4182,"Khomutova, V.I. 1989. Paleogeography and biostratigraphy of lake sediments from forest zone of European part of USSR by spore-pollen data [in Russian]. Specialization 11.00.04 - geomorphology and evolution geography. Doctoral dissertation. Leningrad, Russia."
3223,"Landshaftnoe",4183,"Elina, G.A. 1981. Printsipy i metody rekonstruktsii i kartirovaniya rastitelonosti golotsena [Principles and methods for reconstruction and mapping of Holocene vegetation]. Nauka, Leningrad, Russia. Notes: 159 pp."
3224,"Laguna de la Roya",4184,"Allen, J.R.M., B. Huntley, and W.A. Watts. 1996. The vegetation and climate of northwest Iberia over the last 14,000 years. Journal of Quaternary Science 11(2):125-147."
3225,"Etang du Lautrey",4185,"Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France."
3225,"Etang du Lautrey",25390,"Peyron, O., C. Bégeot, S. Brewer, O. Heiri, M. Magny, L. Millet, P. Ruffaldi, E. van Campo, and G. Yu. 2005. Late-glacial climatic changes in eastern France (Lake Lautrey) from pollen, lake-levels, and chironomids. Quaternary Research 64(2):197-211. [DOI: 10.1016/j.yqres.2005.01.006]"
3225,"Etang du Lautrey",25393,"Peyron, O., C. Bégeot, S. Brewer, O. Heiri, M. Magny, L. Millet, P. Ruffaldi, E. van Campo, and G. Yu. 2005. Late-glacial climatic changes in eastern France (Lake Lautrey) from pollen, lake-levels, and chironomids. Quaternary Research 64(2):197-211. [DOI: 10.1016/j.yqres.2005.01.006]"
3225,"Etang du Lautrey",24907,"Bégeot, C., H. Richard, P. Ruffaldi, and G. Bossuet. 2000. Enregistrement pollinique des changements climatiques de l'Interstade Bølling/Allerød dans l'est de la France. Bulletin de la Société Géologique de France 171(1):51-58."
3225,"Etang du Lautrey",24907,"Bossuet, G., H. Richard, M. Magny, and M. Rossy. 1997. Nouvelle occurence du Laacher See Tephra dans le Jura central. L'étang du Lautrey (France). Comptes rendus de l'Académie des Sciences, Series IIA 325(1):43-48."
3226,"Col des Lauzes",4186,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
3226,"Col des Lauzes",4186,"de Beaulieu, J.L., A. Pons, M. Reille, and H. Triat-Laval. 1979. L’histoire de la forêt et de l’action de l’homme sur la nature en région méditerranéenne. Calanques et Montagne 220:1-18."
3227,"Lavau",4187,"Voeltzel, D. 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
3228,"La Vie",4188,"Barbier, D. 1999. Histoire de la végétation du nord-mayennais de la fin du Weichsélien à l'aube du XXIeme siècle. Mise en évidence d'un Tardiglaciaire armoricain. Interactions Homme-Milieu. Doctoral dissertation. Université de Nantes, Nantes, France. Notes: Biologie. Spécialité : Palynologie. Ed. Groupe d'Etudes des Milieux naturels. Vol.I, texte : 285 p., Vol.II, illustrations : 63 fig."
3228,"La Vie",4188,"Barbier, D., and L. Visset. 2000. Les spécificités d'un Tardiglaciaire armoricain : étude pollinique synthétique à partir de trois tourbières du nord-est mayennais (France). Quaternaire 11(2):99-106."
3229,"Lade Bank",4189,"Waller, M.P. 1994. The Fenland Project, Number 9: Flandrian environmental change in Fenland. East Anglian Archaeology 70, Cambridgeshire Archaeological Committee, Cambridge, United Kingdom. Notes: http://eaareports.org.uk/publication/report70/"
3230,"Le Cloitre Saint Thégonnec",4191,"van Zeist, W. 1963. Recherches palynologiques en Bretagne Occidentale. Congrès Préhistorique de France, Rennes, France. Notes: Number 37, pages:5-19"
3230,"Le Cloitre Saint Thégonnec",4191,"van Zeist, W. 1964. A paleobotanical study of some bogs in western Brittany (Finistère), France. Paleohistoria 10:157-180."
3231,"Lake Lednica",4192,"Makohonienko, M. 1991. Pages 63-70 in K. Tobolski, editor. Wstep do paleoecologi lednideiego parku Krajobvazowego."
3231,"Lake Lednica",4193,"Litt, T., and K. Tobolski. 1991. Beiträge zur postglazialen Vegetaionsgeschichte im Lednica-Gebiet (in Polish with German summary). Pages 57-61 in K. Tobolski, editor. Wstep do paleoekologii Lednickiego Parku Krajobrazowego. University Press, Poznan, Poland."
3232,"Leikishke Bog",4194,
3232,"Leikishke Bog",4194,
3232,"Leikishke Bog",4195,
3232,"Leikishke Bog",4195,
3233,"Le Grand Lemps",4197,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
3233,"Le Grand Lemps",4196,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
3233,"Le Grand Lemps",4198,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
3233,"Le Grand Lemps",4199,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
3234,"Lilla Gloppsjön",4200,"Almquist-Jacobson, H. 1994. Interaction of the Holocene climate, water balance, vegetation, fire, and cultural land-use in the Swedish Borderland.. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 30: 1-82"
3235,"Lignin Lake",4201,"Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages"
3235,"Lignin Lake",4202,"Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages"
3236,"Liivjarve Bog",4203,"Koff, T. 1990. Reconstruction of palaeogeographical conditions in NE Estonia on the basis of bog and lake deposits. Pages 99-115 in Estonia-Finnish seminar on environmental questions. 21-22.08.1989. Joensuu."
3237,"Lilla Sjö",4204,
3237,"Lilla Sjö",4204,
3238,"Lillsjön",4205,
3238,"Lillsjön",4205,
3239,"The Bog Liman",4206,"Bezusko, L.G. 1973. Concerning the problem of development of vegetation in the Left-Bank Forest-Steppe of the Ukraine in Holocene from data of spore-pollen investigations. Ukrain'skyi Botanichnyi Zhurnal 30:228-237."
3240,"Ljungsjön",4207,"Hilldén, A. 1979. Deglaciationen i trakten av Berghemsmoränen öster om Göteborg. University of Lund, Department of Quaternary Geology. Thesis 6, Lund, Sweden. Notes: 133 pp"
3241,"Llanilid",4208,"Harkness, D.D., and M.J.C. Walker. 1991. The Devensian Lateglacial carbon isotope record from Llanilid, south Wales. Pages 35-44 in J.J. Lowe, editor. Radiocarbon Dating: Recent Applications and Future Potential. Quaternary Proceedings 1. QRA, Cambridge, United Kingdom."
3241,"Llanilid",4208,"Walker, M.J.C., and D.D. Harkness. 1990. Radiocarbon dating the Devensian Lateglacial in Britain: New evidence from Llanilid, south Wales. Journal of Quaternary Science 5(2):135-144."
3242,"Loch Lomond Ross Dubh",4209,"Dickson, J.H., D.A. Stewart, M.S. Baxter, N.D. Drndarsky, R. Thompson, G. Turner, and J. Rose. 1978. Palynology, palaeomagnetism and radiometric dating of Flandrian marine and freshwater sediments of Loch Lomond. Nature 274(5671):548-553."
3243,"Little Lochans",4210,"Moar, N.T. 1969. Late Weichselian and Flandrian pollen diagrams from south-west Scotland. New Phytologist 68:433-467."
3244,"Lac Long Inférieur",4211,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
3245,"Lobsigensee",4213,"Ammann, B. 1985. Lobsigensee - Late Glacial and Holocene environments of a lake on the central Swiss plateau. Dissertationes Botanicae 87:127-134."
3246,"Lochinskoe",4214,"Elovicheva, Y.K., and I.I. Bogdel. 1985. Novye razrezy golosena Belarusi [New Holocene sections of Byelorussia]. Pages 141-169 in Geologicheskoe stroenie osadochnoi tolshchi Belorussii [Geological composition of sedimentary sequence of Byelorussia], Nauka i Tekhnika edition. Minsk, Byelorussia."
3246,"Lochinskoe",4214,"Bogdel, I.I. 1984. Razvitie prirody Belorrussii v golotsene [Holocane environmental changes of Byelorussia]. Doctoral dissertation. Belarusskii Universety, Minsk, Belarus. Notes: 192 pages"
3247,"Locmariaquer",4215,"Visset, L., J. L'Helgouach, and J. Bernard. 1996. La tourbière submergée de la pointe de Kerpenhir à Locmariaquer (Morbihan). Etude environnementale et mise en évidence de déforestations et de pratiques agricoles néolithiques. Revue archéologique de l'ouest 13:79-87."
3248,"Logné",4216,"Barbier, D., and L. Visset. 1997. Logné, a peat bog of European ecological interest in the Massif Armorican, western France: bog development, vegetation and land-use history. Vegetation History and Archaeobotany 6:69-77."
3249,"Lomzyca",4217,
3249,"Lomzyca",4217,
3250,"Lomzyca 2",4218,
3250,"Lomzyca 2",4218,
3251,"Long Lough",4219,"Hall, V.A. 1990. Recent landscape history from a County Down lake deposit. New Phytologist 115(2):377-383. https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1990.tb00464.x. [DOI: 10.1111/j.1469-8137.1990.tb00464.x]"
3251,"Long Lough",4219,"Hall, V.A. 1994. Landscape development in northeast Ireland over the last half millennium. Review of Palaeobotany and Palynology 87(1-2):75-82. https://www.sciencedirect.com/science/article/pii/0034666794900205. [DOI: 10.1016/0034-6667(94)90020-5]"
3252,"The Loons",4220,"Moar, N.T. 1969. Two pollen diagrams from the mainland, Orkney Islands. New Phytologist 68:201-208. https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1969.tb06433.x. [DOI: 10.1111/j.1469-8137.1969.tb06433.x]"
3253,"Loras",4221,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
3254,"Loučky",4222,"Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha."
3255,"Luganskoe",4223,"Efremov, Y.V., and E.V. Kvavadze. 1995. Caucasus. Pages 190-206 in The History of Lakes of Mountain Ranges in Northern Asia. Nauka, Saint Petersburg. Notes: Oct 2019. Have not been able to verify this publication"
3255,"Luganskoe",4223,"Kvavadze, E.V., Y.V. Efremov, G.V. Bukreeva, and V.V. Akatov. 1994. Palynological characteristic of the series of lacustrine and paludal deposites of the Holocene in the headwaters of the Zakan river (Western Caucsus). Bulletin of the Georgian Academy of Sciences 150:177-184. https://epic.awi.de/id/eprint/29868/1/Kva1994a.pdf."
3256,"Lundin Tower",4224,"Whittington, G., A.E. Fallick, and K.J. Edwards. 1996. Stable oxygen isotope and pollen records from eastern Scotland and a consideration of Late-glacial and early Holocene climate change for Europe. Journal of Quaternary Science 11(4):327-340. https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291099-1417%28199607/08%2911%3A4%3C327%3A%3AAID-JQS257%3E3.0.CO%3B2-G. [DOI: 10.1002/(SICI)1099-1417(199607/08)11:4<327::AID-JQS257>3.0.CO;2-G]"
3257,"Lutinière",4225,"Visset, L., and A. Gauthier. 1998. Naissance et évolution d'une tourbière : la tourbière de la Fontaine de la Lutinière à Auzay dans le marais poitevin ; implications sur les relations homme-milieu. Journal de Botanique 6:83-88. Notes: Société de Botanique de France"
3258,"Beaufort Birkenbach",4226,"Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193."
3259,"Berdorf Aesbaach",4227,"Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193."
3259,"Berdorf Aesbaach",4227,"Coûteaux, M. 1970. Etude palynologique des dépots quaternaires de la vallée de la Sûre à Echternach et à Berdorf et de la Moselle à Mertert. Institut Grand-Ducal de Luxembourg, Section des Sciences naturelles, physiques et mathématiques, extrait des archives 34:297-336."
3260,"Breidfeld",4228,"Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193."
