siteid,sitename,latitude,longitude,elevation,datasetid,datasettype,ageoldest,ageyoungest,depth,thickness,age,age.young,age.old,control.type,chron.control.id,dataset.name,collection.type,collection.handle,dataset.type,default,name,age.type,age.model,age.older,age.younger,chron.id,date,site.name,long,lat,description,long.acc,lat.acc
3428,Le Marais de la Perge (South),45.3825,-1.115,2,4441,pollen,7204,72,,,,,,North American archaeological time scale,26308,EPD E# 610,Core,SO6,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,267,4441,,Le Marais de la Perge (South),-1.115,45.3825,Marsh. Physiography: atlantic coast. Surrounding vegetation: Pinus forest.,0,0
3428,Le Marais de la Perge (South),45.3825,-1.115,2,4441,pollen,7204,72,,,,,,North American archaeological time scale,26309,EPD E# 610,Core,SO6,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,267,4441,,Le Marais de la Perge (South),-1.115,45.3825,Marsh. Physiography: atlantic coast. Surrounding vegetation: Pinus forest.,0,0
3429,Sögüt Gölü,36.9975,29.898333,1400,4442,pollen,22335,68,,,,,,North American archaeological time scale,26310,EPD E# 611,Core,SOGUT,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4442,,Sögüt Gölü,29.898333,36.9975,Drained lake. Physiography: intramontane depression. Surrounding vegetation: Scattered Juniperus (actual).,0,0
3429,Sögüt Gölü,36.9975,29.898333,1400,4442,pollen,22335,68,,,,,,North American archaeological time scale,26311,EPD E# 611,Core,SOGUT,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4442,,Sögüt Gölü,29.898333,36.9975,Drained lake. Physiography: intramontane depression. Surrounding vegetation: Scattered Juniperus (actual).,0,0
3430,Solnechnoe,65.833333,34.333333,10,4443,pollen,10040,-192,,,11000,9000,13000,Amino acid racemization,25320,EPD E# 612,Core,SOLNECH,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,11000,11000,4443,,Solnechnoe,34.333333,65.833333,Mire. Surrounding vegetation: Pinus.,0,0
3431,Solokiya,50.416667,24.166667,190,4444,pollen,11644,1425,,,,,,North American archaeological time scale,26312,EPD E# 613,Core,SOLOKT,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1150,200,4444,,Solokiya,24.166667,50.416667,Fen bog. Physiography: depression. Surrounding vegetation: Forests.,0,0
3431,Solokiya,50.416667,24.166667,190,4444,pollen,11644,1425,,,,,,North American archaeological time scale,26313,EPD E# 613,Core,SOLOKT,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1150,200,4444,,Solokiya,24.166667,50.416667,Fen bog. Physiography: depression. Surrounding vegetation: Forests.,0,0
3432,Lake Solsø,56.12846,8.61341,41,4445,pollen,12417,7,,,,,,North American archaeological time scale,26314,EPD E# 614,Core,SOLSOE81,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,1150,4445,,Lake Solsø,8.61341,56.12846,"Strongly drained lake, now mostly fen. Physiography: almost flat landscape, 30-90 asl heights. Surrounding vegetation: dry-moist pasture, fertilized.",0.0028399999999990655,0.001300000000000523
3432,Lake Solsø,56.12846,8.61341,41,4446,pollen,9821,2783,,,,,,North American archaeological time scale,26315,EPD E# 615,Core,SOLSOE83,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2200,1650,4446,,Lake Solsø,8.61341,56.12846,"Strongly drained lake, now mostly fen. Physiography: almost flat landscape, 30-90 asl heights. Surrounding vegetation: dry-moist pasture, fertilized.",0.0028399999999990655,0.001300000000000523
3433,Son Bou,39.924722,4.027222,12,4447,pollen,18455,538,,,,,,North American archaeological time scale,26316,EPD E# 616,Core,SONBOU,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,3000,4447,,Son Bou,4.027222,39.924722,South coast of Minorca Island. Physiography: lagoon. Surrounding vegetation: Quercus ilex.,0,0
3434,Mire Sosvyatskoe,56.2,32,175,4448,pollen,11062,310,,,,,,North American archaeological time scale,26317,EPD E# 617,Core,SOSVIATS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2200,1150,4448,,Mire Sosvyatskoe,32,56.2,Mire. Physiography: depression of late Pleistocene glacial. Surrounding vegetation: pine forest with small shrubs + Sphagnum.,0,0
3434,Mire Sosvyatskoe,56.2,32,175,4448,pollen,11062,310,,,,,,North American archaeological time scale,26318,EPD E# 617,Core,SOSVIATS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2200,1150,4448,,Mire Sosvyatskoe,32,56.2,Mire. Physiography: depression of late Pleistocene glacial. Surrounding vegetation: pine forest with small shrubs + Sphagnum.,0,0
3435,Spjällsjön,56.68361,14.59256,146,4449,pollen,15072,10867,,,,,,North American archaeological time scale,26319,EPD E# 618,Core,SPAJALLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,1150,4449,,Spjällsjön,14.59256,56.68361,Very big lake. Physiography: in a drumlin-reed area. Surrounding vegetation: mainly spruce with some birch.,0,0
3436,Menez-Cam,48.25,-3.5,133,4450,pollen,5329,348,,,10080,9760,10400,Radiocarbon,23976,EPD E# 619,Core,SPEZET,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,10000,4450,,Menez-Cam,-3.5,48.25,Bog. Physiography: Montaneous area (Montagnes noires). Surrounding vegetation: cultivated fields.,0,0
3437,Spišská Belá,49.184722,20.45,625,4451,pollen,,,,,13540,11746,15334,Radiocarbon,23977,EPD E# 620,Section,SPISBELA,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,27000,13500,4451,,Spišská Belá,20.45,49.184722,Surrounding vegetation: fagetum abietino-piceosum.,0,0
3437,Spišská Belá,49.184722,20.45,625,4451,pollen,,,,,,,,Biostratigraphic,24561,EPD E# 620,Section,SPISBELA,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,27000,13500,4451,,Spišská Belá,20.45,49.184722,Surrounding vegetation: fagetum abietino-piceosum.,0,0
3438,Semmeldalen,77.92761,15.42529,25,4452,pollen,3002,1504,,,2720,1940,3500,Radiocarbon,23978,EPD E# 621,Section,SPITS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3970,2720,4452,,Semmeldalen,15.42529,77.92761,"Relic peat-bog, now undermined by river. Physiography: First terrace about flood-plain of river.",0,0
3439,Lake Srebarna,44.107145,27.07141,20,4453,pollen,4586,-5,,,,,,,,EPD E# 622,Core,SRE4,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3970,2720,4453,,Lake Srebarna,27.07141,44.107145,Lake-Biosphere reserve. Physiography: on the terrace of Danube river. Surrounding vegetation: quercetum mixtum groups and agriculture.,0.015100000000000335,0.010229999999999961
3439,Lake Srebarna,44.107145,27.07141,20,4454,pollen,,,,,,,,Biostratigraphic,24563,EPD E# 623,Core,SREBAR,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,20000,1,4454,,Lake Srebarna,27.07141,44.107145,Lake-Biosphere reserve. Physiography: on the terrace of Danube river. Surrounding vegetation: quercetum mixtum groups and agriculture.,0.015100000000000335,0.010229999999999961
3439,Lake Srebarna,44.107145,27.07141,20,4454,pollen,,,,,,,,Stratigraphic,25564,EPD E# 623,Core,SREBAR,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,20000,1,4454,,Lake Srebarna,27.07141,44.107145,Lake-Biosphere reserve. Physiography: on the terrace of Danube river. Surrounding vegetation: quercetum mixtum groups and agriculture.,0.015100000000000335,0.010229999999999961
3440,Stangsmyr,57.34167,18.36941,65,4455,pollen,,,,,19700,18500,20900,Radiocarbon,23979,EPD E# 624,Core,STANGSMY,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,19700,19700,4455,,Stangsmyr,18.36941,57.34167,"Large, partly drained mire. Physiography: adjacent to fossil beach ridges. Surrounding vegetation: pine dominated.",0,0
3441,Steklin,52.93682,18.98338,73,4457,pollen,11195,235,,,11030,10730,11330,Radiocarbon,23981,EPD E# 625,Core,STEKLIN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10950,10950,4457,,Steklin,18.98338,52.93682,Lake basin with steep slopes. Physiography: part of subglacial channel. Surrounding vegetation: anthropogenic communities.,0,0
3442,Straloch,56.75735,-3.56551,260,4458,pollen,,,,,,,,North American archaeological time scale,26322,EPD E# 626,Core,STRALOCH,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1,4458,,Straloch,-3.56551,56.75735,Physiography: steep-sided hollow.,0,0
3442,Straloch,56.75735,-3.56551,260,4458,pollen,,,,,,,,North American archaeological time scale,26323,EPD E# 626,Core,STRALOCH,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1,4458,,Straloch,-3.56551,56.75735,Physiography: steep-sided hollow.,0,0
3442,Straloch,56.75735,-3.56551,260,4458,pollen,,,,,,,,North American archaeological time scale,26324,EPD E# 626,Core,STRALOCH,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1,4458,,Straloch,-3.56551,56.75735,Physiography: steep-sided hollow.,0,0
3443,Strath Oykell,58.073889,-4.833611,,4459,pollen,,,,,,,,North American archaeological time scale,26325,,Core,STRATHY3,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,1150,4459,,Strath Oykell,-4.833611,58.073889,,0,0
3444,Saint Sauveur,43.566389,3.916667,1,4460,pollen,17795,6581,,,,,,North American archaeological time scale,26326,EPD E# 628,Core,STSAU,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4460,,Saint Sauveur,3.916667,43.566389,Lagoon. Physiography: coastal. Surrounding vegetation: Quercus ilex-Ericaceae-Cistaceae.,0,0
3444,Saint Sauveur,43.566389,3.916667,1,4460,pollen,17795,6581,,,,,,North American archaeological time scale,26327,EPD E# 628,Core,STSAU,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4460,,Saint Sauveur,3.916667,43.566389,Lagoon. Physiography: coastal. Surrounding vegetation: Quercus ilex-Ericaceae-Cistaceae.,0,0
3445,Saint-Thomas,47.268611,-1.75,56,4461,pollen,6947,152,,,,,,North American archaeological time scale,26328,EPD E# 629,Core,STTHOMAS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,450,350,4461,,Saint-Thomas,-1.75,47.268611,Peaty meadow. Physiography: depression in valley. Surrounding vegetation: fields and shrubs.,0,0
3446,Stupino,52.25,39.833333,95,4462,pollen,6792,1701,,,735,585,885,Radiocarbon,23982,EPD E# 630,Core,STUPINO,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,460,430,4462,,Stupino,39.833333,52.25,"Mire. Physiography: pading. Surrounding vegetation: pine, oak.",0,0
3446,Stupino,52.25,39.833333,95,4462,pollen,6792,1701,,,460,310,610,Radiocarbon,23983,EPD E# 630,Core,STUPINO,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,460,430,4462,,Stupino,39.833333,52.25,"Mire. Physiography: pading. Surrounding vegetation: pine, oak.",0,0
3446,Stupino,52.25,39.833333,95,4462,pollen,6792,1701,,,430,250,610,Radiocarbon,23984,EPD E# 630,Core,STUPINO,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,460,430,4462,,Stupino,39.833333,52.25,"Mire. Physiography: pading. Surrounding vegetation: pine, oak.",0,0
3446,Stupino,52.25,39.833333,95,4462,pollen,6792,1701,,,,,,North American archaeological time scale,26329,EPD E# 630,Core,STUPINO,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,460,430,4462,,Stupino,39.833333,52.25,"Mire. Physiography: pading. Surrounding vegetation: pine, oak.",0,0
3447,Saint Viaud Cantin,47.265,-2.016667,2,4463,pollen,7364,-18,,,,,,North American archaeological time scale,26330,EPD E# 631,Core,STVIAUD,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4463,,Saint Viaud Cantin,-2.016667,47.265,Marsh. Physiography: Loire valley. Surrounding vegetation: marsh and cultivated fields.,0,0
3447,Saint Viaud Cantin,47.265,-2.016667,2,4463,pollen,7364,-18,,,,,,North American archaeological time scale,26331,EPD E# 631,Core,STVIAUD,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4463,,Saint Viaud Cantin,-2.016667,47.265,Marsh. Physiography: Loire valley. Surrounding vegetation: marsh and cultivated fields.,0,0
3448,Suchedniow,51.04415,20.843645,255,4464,pollen,10000,140,,,,,,North American archaeological time scale,26332,EPD E# 632,Core,SUCHED93,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,1150,4464,,Suchedniow,20.843645,51.04415,Fen at the foot ofriver Kamionka terrace. Surrounding vegetation: Pinus forest with addition of Quercus.,0.008150000000000546,0.00601999999999947
3449,Sudoble Lake,54.033333,28.1,165,4466,pollen,13728,488,,,,,,North American archaeological time scale,26334,EPD E# 634,Core,SUDOBLE,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4466,,Sudoble Lake,28.1,54.033333,"Kettle lake. Physiography: Fluvio-glacial flat. Surrounding vegetation: Pine, birch,oak.",0,0
3449,Sudoble Lake,54.033333,28.1,165,4466,pollen,13728,488,,,,,,North American archaeological time scale,26335,EPD E# 634,Core,SUDOBLE,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,1150,4466,,Sudoble Lake,28.1,54.033333,"Kettle lake. Physiography: Fluvio-glacial flat. Surrounding vegetation: Pine, birch,oak.",0,0
3449,Sudoble Lake,54.033333,28.1,165,4465,pollen,11277,5278,,,,,,North American archaeological time scale,26333,EPD E# 633,Core,SUDOB_2,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,1150,4465,,Sudoble Lake,28.1,54.033333,"Kettle lake. Physiography: Fluvio-glacial flat. Surrounding vegetation: Pine, birch,oak.",0,0
3450,Suho ezero II,42.065166,23.560011,1900,4467,pollen,19193,107,,,,,,North American archaeological time scale,26336,EPD E# 635,Core,SUH2,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,1150,4467,,Suho ezero II,23.5600111,42.0651658,"Peat bog on the place of former lake. Surrounding vegetation: Pinus silvestris, Pinus peuce, Picea, Abies.",0,0
3451,Suovalampi,69.603,28.83694,104,4468,pollen,10593,1650,,,800,670,930,Radiocarbon,23985,EPD E# 636,Core,SUOVAL,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,800,4468,,Suovalampi,28.83694,69.603,"Lake. Physiography: hummocky, bouldery ablation moraine. Surrounding vegetation: thin birch and pine woodland.",0,0
3451,Suovalampi,69.603,28.83694,104,4468,pollen,10593,1650,,,,,,North American archaeological time scale,26337,EPD E# 636,Core,SUOVAL,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,800,4468,,Suovalampi,28.83694,69.603,"Lake. Physiography: hummocky, bouldery ablation moraine. Surrounding vegetation: thin birch and pine woodland.",0,0
3451,Suovalampi,69.603,28.83694,104,4468,pollen,10593,1650,,,,,,North American archaeological time scale,26338,EPD E# 636,Core,SUOVAL,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,10000,800,4468,,Suovalampi,28.83694,69.603,"Lake. Physiography: hummocky, bouldery ablation moraine. Surrounding vegetation: thin birch and pine woodland.",0,0
3452,Svatobořice-Mistřín,48.94393,17.069345,174,4469,pollen,8902,-9,,,,,,North American archaeological time scale,26339,EPD E# 637,Section,SVATOBOR,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8950,350,4469,,Svatobořice-Mistřín,17.069345,48.94393,Peat bog. Surrounding vegetation: quercetea robori-petraeae.,0.004369999999997987,0.005719999999996617
3452,Svatobořice-Mistřín,48.94393,17.069345,174,4469,pollen,8902,-9,,,,,,North American archaeological time scale,26340,EPD E# 637,Section,SVATOBOR,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8950,350,4469,,Svatobořice-Mistřín,17.069345,48.94393,Peat bog. Surrounding vegetation: quercetea robori-petraeae.,0.004369999999997987,0.005719999999996617
3453,Svencele Bog,55.495278,21.292222,7,4470,pollen,7789,1353,,,,,,North American archaeological time scale,26341,EPD E# 638,Core,SVENC,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,450,250,4470,,Svencele Bog,21.292222,55.495278,"Peat-bog. Physiography: on the maritime terrace. Surrounding vegetation: Betula, Alnus, Populus, Salix.",0,0
3454,Svitjaz,53.433333,25.916667,242,4471,pollen,11857,309,,,,,,North American archaeological time scale,26342,EPD E# 639,Core,SVITJAS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,1150,4471,,Svitjaz,25.916667,53.433333,"Lake. Physiography: depression. Surrounding vegetation: Cultivated area with Pinus, Betula.",0,0
3455,Syrjälänsuo,61.216667,28.116667,83,4472,pollen,11133,7,,,,,,North American archaeological time scale,26343,EPD E# 640,Core,SYRJALAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,1150,4472,,Syrjälänsuo,28.116667,61.216667,"Restricted peat bog. Physiography: Suppasuo in connection with sandy harjut (esker). Surrounding vegetation: Pinus, tall dwarf shrubs.",0,0
3455,Syrjälänsuo,61.216667,28.116667,83,4472,pollen,11133,7,,,,,,North American archaeological time scale,26344,EPD E# 640,Core,SYRJALAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,1150,4472,,Syrjälänsuo,28.116667,61.216667,"Restricted peat bog. Physiography: Suppasuo in connection with sandy harjut (esker). Surrounding vegetation: Pinus, tall dwarf shrubs.",0,0
3455,Syrjälänsuo,61.216667,28.116667,83,4472,pollen,11133,7,,,,,,North American archaeological time scale,26345,EPD E# 640,Core,SYRJALAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,1150,4472,,Syrjälänsuo,28.116667,61.216667,"Restricted peat bog. Physiography: Suppasuo in connection with sandy harjut (esker). Surrounding vegetation: Pinus, tall dwarf shrubs.",0,0
3456,Szymbark,49.633333,21.1,465,4473,pollen,10320,260,,,905,785,1025,Radiocarbon,23986,EPD E# 641,Core,SZYM_N,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,905,905,4473,,Szymbark,21.1,49.633333,Mesotrophic peat-bog. Physiography: landslide nich. Surrounding vegetation: fir-Beech forests.,0,0
3456,Szymbark,49.633333,21.1,465,4473,pollen,10320,260,,,,,,North American archaeological time scale,26346,EPD E# 641,Core,SZYM_N,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,905,905,4473,,Szymbark,21.1,49.633333,Mesotrophic peat-bog. Physiography: landslide nich. Surrounding vegetation: fir-Beech forests.,0,0
3457,Tadcaster,53.883333,-1.233333,17,4474,pollen,,,,,,,,North American archaeological time scale,26347,EPD E# 642,Core,TADCASTE,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,1150,4474,,Tadcaster,-1.233333,53.883333,Damp pasture. Physiography: hollow within morainic deposits. Surrounding vegetation: agricultural grassland.,0,0
